"","name","ID","Glucose.plus.Acetate_vs_Lysine_p.val","Glucose.plus.Acetate_vs_Lysine_p.adj","significant","Glucose.plus.Acetate_vs_Lysine_significant","Glucose.plus.Acetate_vs_Lysine_ratio","Glucose.plus.Acetate_centered","Lysine_centered"
"698","IB211_02296c",">AF_02296c AF_02296c Galactokinase (EC 2.7.1.6) 2279071:2280354 reverse MW:46188",0.000164921744483719,0.24,FALSE,FALSE,1.4,0.698,-0.698
"699","IB211_02300c",">AF_02300c AF_02300c Multiple sugar ABC transporter, ATP-binding protein 2284998:2286116 reverse MW:41499",0.00429229942027998,0.675,FALSE,FALSE,1.06,0.528,-0.528
"700","IB211_02301c",">AF_02301c AF_02301c Glucosamine-6-phosphate deaminase (EC 3.5.99.6) 2286340:2287089 reverse MW:27566",0.00191191000916714,0.598,FALSE,FALSE,1.52,0.762,-0.762
"701","IB211_02302c",">AF_02302c AF_02302c Unspecified monosaccharide ABC transport system, permease component 2 2287278:2288309 reverse MW:36641",0.000105117192896796,0.184,FALSE,FALSE,3.29,1.65,-1.65
"702","IB211_02303c",">AF_02303c AF_02303c ABC transporter, permease protein 2288306:2289553 reverse MW:43444",0.000537454728248909,0.428,FALSE,FALSE,1.65,0.827,-0.827
"703","IB211_02304c",">AF_02304c AF_02304c Sugar ABC transporter, ATP-binding protein 2289550:2291091 reverse MW:56662",0.000861088436891397,0.498,FALSE,FALSE,0.898,0.449,-0.449
"704","IB211_02305c",">AF_02305c AF_02305c hypothetical protein 2291309:2292460 reverse MW:42967",4.37656487070383e-06,0.00335,FALSE,FALSE,3.89,1.94,-1.94
"705","IB211_02308c",">AF_02308c AF_02308c Fe-S OXIDOREDUCTASE (1.8.-.-) 2294261:2296258 reverse MW:75039",0.0376272182907742,0.799,FALSE,FALSE,-2.42,-1.21,1.21
"706","IB211_02311c",">AF_02311c AF_02311c Phosphoglycerate mutase 2296859:2298007 reverse MW:43609",0.000644766900859218,0.456,FALSE,FALSE,-0.917,-0.459,0.459
"707","IB211_02312c",">AF_02312c AF_02312c Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1) 2298065:2298976 reverse MW:31583",0.457153404187069,0.87,FALSE,FALSE,-0.158,-0.0791,0.0791
"708","IB211_02313c",">AF_02313c AF_02313c Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1) 2298969:2299781 reverse MW:28772",0.666674274008333,0.879,FALSE,FALSE,-0.106,-0.0531,0.0531
"709","IB211_02315c",">AF_02315c AF_02315c Orotidine 5-phosphate decarboxylase (EC 4.1.1.23) 2300017:2300940 reverse MW:33109",0.000496163272134718,0.416,FALSE,FALSE,-1.29,-0.647,0.647
"710","IB211_02316c",">AF_02316c AF_02316c Dihydroorotase (EC 3.5.2.3) 2300930:2302228 reverse MW:46374",0.0102531349665121,0.736,FALSE,FALSE,-0.811,-0.405,0.405
"711","IB211_02318c",">AF_02318c AF_02318c Transcriptional regulator, MarR family 2302688:2303146 reverse MW:17864",0.082843195543926,0.826,FALSE,FALSE,-1.35,-0.673,0.673
"712","IB211_02319c",">AF_02319c AF_02319c (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-) 2303262:2303687 reverse MW:15314",0.000137187266045557,0.217,FALSE,FALSE,-5.41,-2.71,2.71
"713","IB211_02320c",">AF_02320c AF_02320c 3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41) 2303692:2304933 reverse MW:43237",0.000205036349077082,0.272,FALSE,FALSE,-4.02,-2.01,2.01
"714","IB211_02321c",">AF_02321c AF_02321c 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) 2304948:2305691 reverse MW:25455",3.56534580392558e-05,0.0771,FALSE,FALSE,-3.49,-1.74,1.74
"715","IB211_02323c",">AF_02323c AF_02323c Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9) 2306621:2307562 reverse MW:32697",4.89196458371411e-05,0.106,FALSE,FALSE,-3.86,-1.93,1.93
"716","IB211_02324c",">AF_02324c AF_02324c 3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41) 2307579:2308520 reverse MW:34355",0.000167469781104301,0.242,FALSE,FALSE,-3.49,-1.75,1.75
"717","IB211_02325c",">AF_02325c AF_02325c Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) 2308517:2309329 reverse MW:28964",0.000323141111640044,0.346,FALSE,FALSE,-3.69,-1.85,1.85
"718","IB211_02326c",">AF_02326c AF_02326c Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2) 2309322:2310206 reverse MW:31664",0.000202040409871883,0.269,FALSE,FALSE,-3.96,-1.98,1.98
"719","IB211_02327c",">AF_02327c AF_02327c Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) 2310203:2311576 reverse MW:49382",6.04199642939741e-06,0.0063,FALSE,FALSE,-3.2,-1.6,1.6
"720","IB211_02328c",">AF_02328c AF_02328c Biotin carboxyl carrier protein of acetyl-CoA carboxylase 2311581:2312015 reverse MW:15057",0.00617788970706024,0.703,FALSE,FALSE,-1.79,-0.893,0.893
"721","IB211_02349",">AF_02349 AF_02349 Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2) 2331031:2332560 forward MW:56195",0.00205744400802844,0.606,FALSE,FALSE,-2.44,-1.22,1.22
"722","IB211_02357c",">AF_02357c AF_02357c hypothetical protein 2338711:2340081 reverse MW:50102",0.000468709602826095,0.407,FALSE,FALSE,2.85,1.43,-1.43
"723","IB211_02359c",">AF_02359c AF_02359c Ethanolamine utilization polyhedral-body-like protein EutL 2340749:2341399 reverse MW:22330",1.08792140111652e-06,9.76e-05,FALSE,FALSE,5.88,2.94,-2.94
"724","IB211_02360c",">AF_02360c AF_02360c Ethanolamine ammonia-lyase light chain (EC 4.3.1.7) 2341422:2342309 reverse MW:31961",8.43894660501095e-07,4.66e-05,FALSE,FALSE,5.36,2.68,-2.68
"725","IB211_02361c",">AF_02361c AF_02361c Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7) 2342327:2343697 reverse MW:50021",7.7865067549306e-07,3.87e-05,FALSE,FALSE,4.34,2.17,-2.17
"726","IB211_02362c",">AF_02362c AF_02362c Ethanolamine utilization protein EutA 2343714:2345219 reverse MW:53783",1.44215390538002e-06,0.000234,FALSE,FALSE,4.63,2.31,-2.31
"727","IB211_02363c",">AF_02363c AF_02363c Ethanolamine sensory transduction histidine kinase 2345253:2346677 reverse MW:53081",0.114918122576571,0.836,FALSE,FALSE,1.06,0.528,-0.528
"728","IB211_02364c",">AF_02364c AF_02364c Ethanolamine two-component response regulator 2346682:2347266 reverse MW:21802",0.00551105111234671,0.695,FALSE,FALSE,0.974,0.487,-0.487
"729","IB211_02367c",">AF_02367c AF_02367c Alcohol dehydrogenase (EC 1.1.1.1) 2348406:2349539 reverse MW:40245",6.48016942133634e-06,0.00708,FALSE,FALSE,3.09,1.55,-1.55
"730","IB211_02371c",">AF_02371c AF_02371c hypothetical protein 2352316:2352867 reverse MW:20482",0.000688785699162361,0.466,FALSE,FALSE,1.25,0.623,-0.623
"731","IB211_02376",">AF_02376 AF_02376 Glycerol kinase (EC 2.7.1.30) 2356098:2357603 forward MW:55794",2.41901849289047e-05,0.0493,FALSE,FALSE,2.18,1.09,-1.09
"732","IB211_02388",">AF_02388 AF_02388 Metallo-beta-lactamase precursor 2370242:2371075 forward MW:31538",0.988043667358861,0.888,FALSE,FALSE,-0.0166,-0.00831,0.00831
"733","IB211_02389",">AF_02389 AF_02389 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) 2371120:2371902 forward MW:28181",0.239896743028661,0.855,FALSE,FALSE,-0.299,-0.15,0.15
"734","IB211_02390c",">AF_02390c AF_02390c Flavoprotein 2372054:2373259 reverse MW:45224",0.119596697089746,0.837,FALSE,FALSE,0.955,0.477,-0.477
"735","IB211_02391c",">AF_02391c AF_02391c Butyryl-CoA dehydrogenase (EC 1.3.99.2) 2373279:2375186 reverse MW:68335",0.0477245821097834,0.808,FALSE,FALSE,0.689,0.344,-0.344
"736","IB211_02393c",">AF_02393c AF_02393c N-acetylhexosamine 1-kinase 2375863:2376972 reverse MW:41306",0.142712023214008,0.842,FALSE,FALSE,0.912,0.456,-0.456
"737","IB211_02394c",">AF_02394c AF_02394c FIG00523537: hypothetical protein 2376973:2377905 reverse MW:34451",0.0588427652484531,0.815,FALSE,FALSE,0.657,0.328,-0.328
"738","IB211_02395c",">AF_02395c AF_02395c UDP-glucose 4-epimerase (EC 5.1.3.2) 2377918:2378934 reverse MW:36741",0.083630629523976,0.826,FALSE,FALSE,0.507,0.253,-0.253
"739","IB211_02408",">AF_02408 AF_02408 Ribose operon repressor 2389851:2390858 forward MW:37130",0.0758255377695444,0.823,FALSE,FALSE,-2.05,-1.03,1.03
"740","IB211_02410",">AF_02410 AF_02410 Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1) 2391826:2392782 forward MW:35899",0.000214358508586142,0.279,FALSE,FALSE,-2.22,-1.11,1.11
"741","IB211_02411",">AF_02411 AF_02411 hypothetical protein 2392821:2394140 forward MW:47285",0.000484275169376766,0.412,FALSE,FALSE,-1.26,-0.631,0.631
"742","IB211_02416",">AF_02416 AF_02416 hypothetical protein 2397548:2398846 forward MW:46719",0.00141438994384715,0.563,FALSE,FALSE,-0.849,-0.424,0.424
"743","IB211_02419",">AF_02419 AF_02419 Fructokinase (EC 2.7.1.4) 2405836:2406789 forward MW:33801",0.480767585463556,0.871,FALSE,FALSE,0.247,0.124,-0.124
"744","IB211_02427c",">AF_02427c AF_02427c Formate hydrogenlyase transcriptional activator 2414128:2415540 reverse MW:52908",0.509687885195847,0.872,FALSE,FALSE,0.14,0.0701,-0.0701
"745","IB211_02443",">AF_02443 AF_02443 hypothetical protein 2431254:2432048 forward MW:29532",0.0403577975885344,0.802,FALSE,FALSE,-0.494,-0.247,0.247
"746","IB211_02446",">AF_02446 AF_02446 Nicotinate phosphoribosyltransferase (EC 2.4.2.11) 2433696:2435138 forward MW:53733",0.436158438612031,0.869,FALSE,FALSE,0.127,0.0637,-0.0637
"747","IB211_02449c",">AF_02449c AF_02449c DNA topoisomerase III (EC 5.99.1.2) 2435970:2438150 reverse MW:82556",0.21569622476643,0.852,FALSE,FALSE,0.311,0.156,-0.156
"748","IB211_02454c",">AF_02454c AF_02454c Beta-hydroxylase, bleomycin/phleomycin binding protein, ankyrin homologue, bleomycin and transport protein 2440675:2441766 reverse MW:39752",0.675425564647207,0.879,FALSE,FALSE,0.0687,0.0343,-0.0343
"749","IB211_02461",">AF_02461 AF_02461 Sensory box histidine kinase/response regulator 2445142:2447688 forward MW:93889",0.00242735409365742,0.623,FALSE,FALSE,1.6,0.799,-0.799
"750","IB211_02465c",">AF_02465c AF_02465c hypothetical protein 2452118:2453857 reverse MW:66411",0.00500445814936603,0.687,FALSE,FALSE,0.899,0.45,-0.45
"751","IB211_02470c",">AF_02470c AF_02470c hypothetical protein 2457700:2458380 reverse MW:25347",0.609518987349587,0.876,FALSE,FALSE,-0.116,-0.058,0.058
"752","IB211_02489c",">AF_02489c AF_02489c hypothetical protein 2473114:2475585 reverse MW:93085",0.0876265529304171,0.828,FALSE,FALSE,-1.44,-0.72,0.72
"753","IB211_02494c",">AF_02494c AF_02494c hypothetical protein 2480485:2483583 reverse MW:114632",0.28432372281433,0.859,FALSE,FALSE,0.268,0.134,-0.134
"754","IB211_02499",">AF_02499 AF_02499 Pyridoxal kinase (EC 2.7.1.35) 2486044:2486883 forward MW:29992",0.656320588357865,0.878,FALSE,FALSE,0.117,0.0584,-0.0584
"755","IB211_02500c",">AF_02500c AF_02500c 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) 2486929:2487687 reverse MW:27298",0.00593941440752792,0.7,FALSE,FALSE,1.15,0.577,-0.577
"756","IB211_02504",">AF_02504 AF_02504 3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55) 2490560:2491336 forward MW:27023",0.00636652549787007,0.705,FALSE,FALSE,0.918,0.459,-0.459
"757","IB211_02505",">AF_02505 AF_02505 3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157) 2491339:2492277 forward MW:33847",0.00207601760095627,0.606,FALSE,FALSE,1.05,0.526,-0.526
"758","IB211_02512",">AF_02512 AF_02512 2,3-cyclic-nucleotide 2-phosphodiesterase (EC 3.1.4.16) 2499047:2501218 forward MW:77661",0.821118809359129,0.884,FALSE,FALSE,0.0467,0.0234,-0.0234
"759","IB211_02514",">AF_02514 AF_02514 Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1) 2501691:2502884 forward MW:43627",0.118801069147168,0.837,FALSE,FALSE,0.971,0.486,-0.486
"760","IB211_02519c",">AF_02519c AF_02519c Uracil permease 2508041:2509333 reverse MW:44785",0.000523770887191197,0.424,FALSE,FALSE,1.07,0.536,-0.536
"761","IB211_02521",">AF_02521 AF_02521 Diaminopimelate decarboxylase (EC 4.1.1.20) 2509514:2510803 forward MW:47508",1.64643810147615e-05,0.0304,FALSE,FALSE,-2.26,-1.13,1.13
"762","IB211_02523",">AF_02523 AF_02523 Novel D-mannonate dehydrogenase (EC 1.1.1.57) 2512989:2514257 forward MW:45713",0.376334255537166,0.865,FALSE,FALSE,-0.227,-0.114,0.114
"763","IB211_02524",">AF_02524 AF_02524 (S)-2-hydroxy-acid oxidase chain D 2514307:2515728 forward MW:51098",0.02983747863391,0.79,FALSE,FALSE,-0.752,-0.376,0.376
"764","IB211_02529",">AF_02529 AF_02529 D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95) 2521883:2522830 forward MW:33580",0.940290123444682,0.887,FALSE,FALSE,-0.0185,-0.00924,0.00924
"765","IB211_02531c",">AF_02531c AF_02531c Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific) 2523766:2524839 reverse MW:38803",0.573774703584398,0.875,FALSE,FALSE,0.134,0.067,-0.067
"766","IB211_02532",">AF_02532 AF_02532 Nitroreductase family protein 2524991:2525668 forward MW:24565",0.012484841751634,0.748,FALSE,FALSE,1.04,0.518,-0.518
"767","IB211_02533c",">AF_02533c AF_02533c Transcription elongation factor GreA 2525818:2526321 reverse MW:19174",0.0842216207578063,0.827,FALSE,FALSE,0.849,0.425,-0.425
"768","IB211_02543c",">AF_02543c AF_02543c Sensory box histidine kinase/response regulator 2534390:2536975 reverse MW:96008",0.460585009140562,0.87,FALSE,FALSE,-0.251,-0.126,0.126
"769","IB211_02550c",">AF_02550c AF_02550c Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2) 2540093:2541796 reverse MW:62846",0.214403591596315,0.852,FALSE,FALSE,-0.448,-0.224,0.224
"770","IB211_02551c",">AF_02551c AF_02551c Aspartate carbamoyltransferase (EC 2.1.3.2) 2542919:2543977 reverse MW:39329",0.00371179383408432,0.663,FALSE,FALSE,2.16,1.08,-1.08
"771","IB211_02555c",">AF_02555c AF_02555c DUF124 domain-containing protein 2546189:2546869 reverse MW:23676",0.00836617352967554,0.724,FALSE,FALSE,0.978,0.489,-0.489
"772","IB211_02556",">AF_02556 AF_02556 tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33) 2547013:2547705 forward MW:26409",0.0243048871010164,0.781,FALSE,FALSE,0.689,0.345,-0.345
"773","IB211_02558c",">AF_02558c AF_02558c hypothetical protein 2548388:2549995 reverse MW:58048",0.000138842282968839,0.219,FALSE,FALSE,-1.23,-0.617,0.617
"774","IB211_02559c",">AF_02559c AF_02559c hypothetical protein 2550013:2550657 reverse MW:22692",1.29772451304961e-05,0.0219,FALSE,FALSE,2.84,1.42,-1.42
"775","IB211_02563",">AF_02563 AF_02563 hypothetical protein 2552821:2554494 forward MW:61840",0.0215167268676056,0.775,FALSE,FALSE,0.698,0.349,-0.349
"776","IB211_02587",">AF_02587 AF_02587 Stage 0 sporulation two-component response regulator (Spo0A) 2581354:2582124 forward MW:28375",0.0600924649206404,0.816,FALSE,FALSE,0.361,0.18,-0.18
"777","IB211_02588",">AF_02588 AF_02588 iron-sulfur flavoprotein 2582405:2582944 forward MW:20005",2.29935571487537e-05,0.0465,FALSE,FALSE,2.12,1.06,-1.06
"778","IB211_02589c",">AF_02589c AF_02589c O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48) 2583029:2584312 reverse MW:45703",0.000130466892187386,0.211,FALSE,FALSE,-1.25,-0.625,0.625
"779","IB211_02592c",">AF_02592c AF_02592c Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3) 2585327:2586796 reverse MW:54281",0.334081025098432,0.863,FALSE,FALSE,0.574,0.287,-0.287
"780","IB211_02593c",">AF_02593c AF_02593c two-component response regulator 2586838:2587524 reverse MW:26069",0.00805376985471792,0.721,FALSE,FALSE,-0.686,-0.343,0.343
"781","IB211_02595",">AF_02595 AF_02595 D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) 2588046:2589479 forward MW:52093",0.224474790017728,0.853,FALSE,FALSE,0.37,0.185,-0.185
"782","IB211_02602",">AF_02602 AF_02602 2-keto-3-deoxy-D-arabino-heptulosonate-7- phosphate synthase I beta (EC 2.5.1.54) 2592827:2593843 forward MW:36135",0.0460034046239027,0.806,FALSE,FALSE,-0.427,-0.213,0.213
"783","IB211_02603",">AF_02603 AF_02603 Arogenate dehydrogenase (EC 1.3.1.43) 2593889:2594731 forward MW:30383",0.00114097561028327,0.536,FALSE,FALSE,-1.03,-0.514,0.514
"784","IB211_02608c",">AF_02608c AF_02608c rRNA small subunit methyltransferase I 2597910:2598746 reverse MW:30201",0.000189557256554827,0.259,FALSE,FALSE,-1.66,-0.832,0.832
"785","IB211_02610c",">AF_02610c AF_02610c Hypothetical nudix hydrolase YeaB 2599531:2600169 reverse MW:24198",8.98630073303079e-05,0.167,FALSE,FALSE,-1.92,-0.959,0.959
"786","IB211_02612c",">AF_02612c AF_02612c Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2) 2600836:2603157 reverse MW:86957",1.24250504298533e-05,0.0206,FALSE,FALSE,-2.25,-1.12,1.12
"787","IB211_02614c",">AF_02614c AF_02614c Rubrerythrin 2603655:2604197 reverse MW:20110",0.507010773929632,0.872,FALSE,FALSE,-0.165,-0.0823,0.0823
"788","IB211_02615c",">AF_02615c AF_02615c AAA ATPase, central region 2604405:2605865 reverse MW:53740",0.444763071938474,0.869,FALSE,FALSE,0.247,0.123,-0.123
"789","IB211_02616",">AF_02616 AF_02616 similar to (EMBL:AL117211) YPMT1.20C, Yersinia pestis CO-92 hypothetical protein from plasmid pMT1",0.722227472648236,0.88,FALSE,FALSE,0.124,0.0621,-0.0621
"790","IB211_02617",">AF_02617 AF_02617 Inorganic pyrophosphatase (EC 3.6.1.1) 2607191:2607760 forward MW:21389",0.295587421694603,0.86,FALSE,FALSE,0.315,0.157,-0.157
"791","IB211_02618",">AF_02618 AF_02618 UDP-galactopyranose mutase (EC 5.4.99.9) 2607902:2609062 forward MW:44229",0.458220996918808,0.87,FALSE,FALSE,0.113,0.0563,-0.0563
"792","IB211_02619",">AF_02619 AF_02619 Glycosyltransferase (EC 2.4.1.-) 2609074:2610096 forward MW:39883",0.928078565568932,0.887,FALSE,FALSE,0.0179,0.00896,-0.00896
"793","IB211_02621",">AF_02621 AF_02621 YheO-like PAS domain 2610812:2611453 forward MW:23384",0.104593604029578,0.833,FALSE,FALSE,1.14,0.568,-0.568
"794","IB211_02622",">AF_02622 AF_02622 Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases 2611504:2612916 forward MW:50136",0.00205945450339734,0.606,FALSE,FALSE,-0.735,-0.368,0.368
"795","IB211_02623",">AF_02623 AF_02623 hypothetical protein 2612916:2613614 forward MW:25860",0.0107728397672369,0.739,FALSE,FALSE,-1.58,-0.789,0.789
"796","IB211_02624c",">AF_02624c AF_02624c Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11) 2613665:2616112 reverse MW:88143",0.0506350796829159,0.81,FALSE,FALSE,-0.425,-0.212,0.212
"797","IB211_02628c",">AF_02628c AF_02628c ATP-dependent Zn protease 2618575:2620098 reverse MW:55706",0.000713862562211893,0.471,FALSE,FALSE,1.12,0.562,-0.562
"798","IB211_02629",">AF_02629 AF_02629 Transcription accessory protein (S1 RNA-binding domain) 2620240:2622408 forward MW:78900",0.0302376225697765,0.79,FALSE,FALSE,0.464,0.232,-0.232
"799","IB211_02645c",">AF_02645c AF_02645c Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3) 2634767:2636044 reverse MW:46518",0.284409579904394,0.859,FALSE,FALSE,0.218,0.109,-0.109
"800","IB211_02647c",">AF_02647c AF_02647c Phosphate transport system regulatory protein PhoU 2636901:2637539 reverse MW:23450",0.164343470330775,0.845,FALSE,FALSE,0.711,0.355,-0.355
"801","IB211_02652c",">AF_02652c AF_02652c Phosphoglycolate phosphatase (EC 3.1.3.18) 2641255:2641905 reverse MW:23057",0.19176963263647,0.849,FALSE,FALSE,0.22,0.11,-0.11
"802","IB211_02653c",">AF_02653c AF_02653c RNA polymerase sigma-54 factor RpoN 2641964:2643340 reverse MW:51943",9.56206628246677e-05,0.174,FALSE,FALSE,1.69,0.844,-0.844
"803","IB211_02654c",">AF_02654c AF_02654c Asparaginyl-tRNA synthetase (EC 6.1.1.22) 2643956:2645350 reverse MW:52236",0.00215422809441462,0.61,FALSE,FALSE,0.843,0.422,-0.422
"804","IB211_02661",">AF_02661 AF_02661 Pseudouridine 5-phosphate glycosidase 2649616:2650536 forward MW:32054",0.0916357045197442,0.829,FALSE,FALSE,0.348,0.174,-0.174
"805","IB211_02666c",">AF_02666c AF_02666c hypothetical protein 2654349:2659898 reverse MW:199123",0.0157352806781618,0.76,FALSE,FALSE,3.41,1.71,-1.71
"806","IB211_02668c",">AF_02668c AF_02668c Uridine kinase (EC 2.7.1.48) [C1] 2660602:2661228 reverse MW:23794",0.00146694762687134,0.567,FALSE,FALSE,1.06,0.529,-0.529
"807","IB211_02676",">AF_02676 AF_02676 ABC transporter, ATP-binding protein 2670469:2671236 forward MW:27118",0.000432789731806759,0.394,FALSE,FALSE,-2.25,-1.13,1.13
"808","IB211_02682",">AF_02682 AF_02682 3-to-5 exoribonuclease RNase R 2674270:2676315 forward MW:73632",0.132219952321729,0.84,FALSE,FALSE,0.351,0.175,-0.175
"809","IB211_02687c",">AF_02687c AF_02687c Probable cation-transporting ATPase 2680652:2683285 reverse MW:94441",0.188134087340289,0.849,FALSE,FALSE,0.35,0.175,-0.175
"810","IB211_02689",">AF_02689 AF_02689 NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase 2683768:2685687 forward MW:70308",0.000552610851130713,0.433,FALSE,FALSE,1.03,0.517,-0.517
"811","IB211_02690",">AF_02690 AF_02690 Citrate synthase (si) (EC 2.3.3.1) 2685907:2687271 forward MW:50928",0.00138424007215672,0.56,FALSE,FALSE,-0.83,-0.415,0.415
"812","IB211_02692",">AF_02692 AF_02692 hypothetical protein 2688199:2688780 forward MW:21963",0.129242582955977,0.839,FALSE,FALSE,-0.458,-0.229,0.229
"813","IB211_02694",">AF_02694 AF_02694 Tripeptide aminopeptidase (EC 3.4.11.4) 2690331:2691584 forward MW:45453",1.07450731181595e-06,9.42e-05,FALSE,FALSE,-2.78,-1.39,1.39
"814","IB211_02695c",">AF_02695c AF_02695c Enolase (EC 4.2.1.11) 2691707:2693011 reverse MW:46742",0.00101681711990833,0.521,FALSE,FALSE,0.849,0.424,-0.424
"815","IB211_02696c",">AF_02696c AF_02696c 2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1) 2693099:2694619 reverse MW:55156",0.000171029084601872,0.244,FALSE,FALSE,1.59,0.795,-0.795
"816","IB211_02698c",">AF_02698c AF_02698c Triosephosphate isomerase (EC 5.3.1.1) 2694888:2695811 reverse MW:33795",0.00242961239545294,0.623,FALSE,FALSE,1.16,0.579,-0.579
"817","IB211_02699c",">AF_02699c AF_02699c Phosphoglycerate kinase (EC 2.7.2.3) 2695845:2697035 reverse MW:41920",0.017307155416498,0.765,FALSE,FALSE,0.605,0.303,-0.303
"818","IB211_02702",">AF_02702 AF_02702 Glutamate 5-kinase (EC 2.7.2.11) 2697842:2698666 forward MW:29132",0.000690676314490517,0.466,FALSE,FALSE,-4.5,-2.25,2.25
"819","IB211_02703",">AF_02703 AF_02703 Gamma-glutamyl phosphate reductase (EC 1.2.1.41) 2698724:2699974 forward MW:43960",1.62257076306112e-05,0.0298,FALSE,FALSE,-1.74,-0.871,0.871
"820","IB211_02704c",">AF_02704c AF_02704c Putative stomatin/prohibitin-family membrane protease subunit YbbK 2700041:2700976 reverse MW:34075",0.432534184636672,0.869,FALSE,FALSE,0.135,0.0673,-0.0673
"821","IB211_02705c",">AF_02705c AF_02705c Putative activity regulator of membrane protease YbbK 2700990:2701445 reverse MW:16257",0.00150487115043805,0.57,FALSE,FALSE,1.43,0.716,-0.716
"822","IB211_02709",">AF_02709 AF_02709 Heat shock protein 60 family co-chaperone GroES 2705140:2705424 forward MW:10129",0.0113017906428288,0.742,FALSE,FALSE,-1.71,-0.854,0.854
"823","IB211_02710",">AF_02710 AF_02710 Heat shock protein 60 family chaperone GroEL 2705474:2707102 forward MW:57100",0.00104624816231394,0.524,FALSE,FALSE,-0.899,-0.449,0.449
"824","IB211_02744c",">AF_02744c AF_02744c Cysteine desulfurase (EC 2.8.1.7) 2738395:2739552 reverse MW:41853",0.000975773420932514,0.515,FALSE,FALSE,1.29,0.644,-0.644
"825","IB211_02746",">AF_02746 AF_02746 hypothetical protein 2740969:2741556 forward MW:21366",0.00420700861211488,0.673,FALSE,FALSE,1.73,0.863,-0.863
"826","IB211_02747",">AF_02747 AF_02747 DNA-binding response regulator 2741584:2742273 forward MW:25955",0.604561452022692,0.876,FALSE,FALSE,0.143,0.0715,-0.0715
"827","IB211_02748",">AF_02748 AF_02748 hypothetical protein 2742270:2742761 forward MW:17456",0.000148539588918254,0.227,FALSE,FALSE,2.99,1.49,-1.49
"828","IB211_02749",">AF_02749 AF_02749 sensor histidine kinase 2742798:2744246 forward MW:52351",0.247001329173322,0.855,FALSE,FALSE,0.481,0.24,-0.24
"829","IB211_02750",">AF_02750 AF_02750 Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1) 2744531:2746861 forward MW:84200",3.81741709008522e-05,0.0829,FALSE,FALSE,-1.84,-0.92,0.92
"830","IB211_02752c",">AF_02752c AF_02752c 5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13) 2747606:2748853 reverse MW:44444",0.0503046919206123,0.81,FALSE,FALSE,1.23,0.615,-0.615
"831","IB211_02753c",">AF_02753c AF_02753c Phosphoserine phosphatase (EC 3.1.3.3) 2748981:2750456 reverse MW:54164",0.954936999295524,0.887,FALSE,FALSE,0.017,0.0085,-0.0085
"832","IB211_02755c",">AF_02755c AF_02755c Arginyl-tRNA synthetase (EC 6.1.1.19) 2750739:2752487 reverse MW:64724",0.0171931278792787,0.765,FALSE,FALSE,-0.508,-0.254,0.254
"833","IB211_02757c",">AF_02757c AF_02757c Glutamate racemase (EC 5.1.1.3) 2753113:2753928 reverse MW:29281",0.0706874797538659,0.821,FALSE,FALSE,-0.568,-0.284,0.284
"834","IB211_02780c",">AF_02780c AF_02780c hypothetical protein 2774013:2776793 reverse MW:99230",0.395164045269955,0.867,FALSE,FALSE,-0.223,-0.111,0.111
